"Total PnL","Total PnL %","Max drawdown","Max drawdown %","Profitable trades","Profitable trades ratio","Profit factor","Initial capital","Open PnL: All","Open PnL %: All","Net PnL: All","Net PnL %: All","Net PnL: Long","Net PnL %: Long","Net PnL: Short","Net PnL %: Short","Gross profit: All","Gross profit %: All","Gross profit: Long","Gross profit %: Long","Gross profit: Short","Gross profit %: Short","Gross loss: All","Gross loss %: All","Gross loss: Long","Gross loss %: Long","Gross loss: Short","Gross loss %: Short","Profit factor: All","Profit factor: Long","Profit factor: Short","Commission paid: All","Commission paid: Long","Commission paid: Short","Expected payoff: All","Expected payoff: Long","Expected payoff: Short","Buy and hold PnL: All","Buy and hold PnL %: All","Buy and hold % gain: All","Strategy outperformance","Sharpe ratio","Sortino ratio","_setTime_","_parseTime_","_duration_","comment","__启用实盘时间过滤器","__启用牛熊过滤器","__启用P1形态切换平多","__启用P4形态切换平空","__MACD快线周期","__MACD慢线周期","__MACD信号线周期","__启用OBV过滤器","__OBV振荡器EMA周期","__启用双系统突破","__系统1失败过滤","__S1周期（短周期）","__S2周期（长周期）","__全局基础风险比例(%)","__实盘模式（固定本金）","__实盘本金（USDT）","__启用最大开仓量上限","__最大开仓量上限（BTC）","__P1 做多倍数 (突破)","__P2 做多倍数 (MACD)","__P3 做多倍数 (MACD)","__P4 做空倍数 (突破)","__P5 做多倍数","__P5 做空倍数","__P6 做多倍数","__P6 做空倍数","__启用P1损失冷却期","__冷却期内P1倍数","__启用价格止损","__止损比例(%)","__ATR初始止损倍数","__ATR追踪止损倍数（多头）","__ATR追踪止损倍数（空头）","__启用追踪止损","__追踪止损激活ATR倍数（多头）","__追踪止损激活ATR倍数（空头）","__激活追踪时保本止损","__启用加仓（金字塔）","__最大加仓次数（多头）","__最大加仓次数（空头）","__加仓数量倍数","__MA1周期","__MA1类型","__MA2周期","__MA2类型"
36688.27,366.88,3111.55,8.23,51.28,"40/78",3.445,10000,5674.16,13.83,31014.11,310.14,23400.1,234,7614.01,76.14,43696.82,436.97,34085.23,340.85,9611.59,96.12,12682.71,126.83,10685.13,106.85,1997.58,19.98,3.445,3.19,4.812,1702.7,1308.14,394.56,397.62,390,423,5896.91,58.97,58.97,25117.2,0.305,2.166,1.2,3.3,4.6,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,4,5,,,,,,,,,
36770.5,367.7,3155.48,8.32,51.28,"40/78",3.463,10000,5678.84,13.82,31091.66,310.92,23461.58,234.62,7630.08,76.3,43716.73,437.17,34086.51,340.87,9630.22,96.3,12625.07,126.25,10624.93,106.25,2000.14,20,3.463,3.208,4.815,1712.66,1317.37,395.29,398.61,391.03,423.89,5901.27,59.01,59.01,25190.39,0.306,2.17,1.2,4.3,5.5,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,5,5,,,,,,,,,
36284.36,362.84,4439.03,11.16,52.56,"41/78",3.394,10000,5615.52,13.81,30668.84,306.69,24529.3,245.29,6139.54,61.4,43479.83,434.8,35305.5,353.05,8174.33,81.74,12810.99,128.11,10776.2,107.76,2034.79,20.35,3.394,3.276,4.017,1755.06,1354.68,400.38,393.19,408.82,341.09,5902.19,59.02,59.02,24766.65,0.302,2.257,1.3,4.6,6,"""ATR追踪止损倍数（空头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,3,5,,,,,,,,,
33343.79,333.44,2957.7,8.2,51.28,"40/78",3.311,10000,5259.91,13.81,28083.88,280.84,22301.68,223.02,5782.21,57.82,40236.67,402.37,32526.52,325.27,7710.15,77.1,12152.78,121.53,10224.84,102.25,1927.94,19.28,3.311,3.181,3.999,1626.56,1249.32,377.24,360.05,371.69,321.23,5900.78,59.01,59.01,22183.11,0.293,2.064,1.2,4.6,5.8,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,4,5,,,,,,,,,
33373.02,333.73,3002.49,8.31,51.28,"40/78",3.323,10000,5264.38,13.81,28108.64,281.09,22326.43,223.26,5782.21,57.82,40206.7,402.07,32496.55,324.97,7710.15,77.1,12098.07,120.98,10170.13,101.7,1927.94,19.28,3.323,3.195,3.999,1634.8,1257.56,377.24,360.37,372.11,321.23,5898.03,58.98,58.98,22210.6,0.293,2.066,1.2,3.3,4.5,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,5,5,,,,,,,,,
35353.4,353.53,4697.04,11.92,50.65,"39/77",3.329,10000,5511.58,13.83,29841.82,298.42,24291.81,242.92,5550.01,55.5,42656.63,426.57,34976.79,349.77,7679.84,76.8,12814.81,128.15,10684.98,106.85,2129.83,21.3,3.329,3.273,3.606,1728.39,1342.77,385.62,387.56,404.86,326.47,5898.01,58.98,58.98,23943.81,0.292,2.093,1.3,4.7,6,"""ATR追踪止损倍数（空头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,,3,5,,,,,,,,,
32454.04,324.54,3216.8,9.01,49.35,"38/77",3.245,10000,5153.2,13.82,27300.84,273.01,22079.75,220.8,5221.09,52.21,39463.57,394.64,32226.35,322.26,7237.21,72.37,12162.72,121.63,10146.6,101.47,2016.13,20.16,3.245,3.176,3.59,1601.76,1238.74,363.01,354.56,368,307.12,5898.01,58.98,58.98,21402.83,0.283,1.924,1.3,3.1,4.4,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,,4,5,,,,,,,,,
32504.14,325.04,3250.07,9.08,49.35,"38/77",3.261,10000,5148.97,13.78,27355.17,273.55,22118.61,221.19,5236.56,52.37,39452.63,394.53,32199.87,322,7252.76,72.53,12097.46,120.97,10081.26,100.81,2016.2,20.16,3.261,3.194,3.597,1609.86,1246.46,363.4,355.26,368.64,308.03,5908.38,59.08,59.08,21446.8,0.283,1.927,1.3,4.7,6,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,,5,5,,,,,,,,,
33943,339.43,5093.54,13.14,48.65,"36/74",3.318,10000,5328.24,13.8,28614.75,286.15,23905.88,239.06,4708.87,47.09,40957.95,409.58,34433.17,344.33,6524.78,65.25,12343.2,123.43,10527.28,105.27,1815.92,18.16,3.318,3.271,3.593,1668.45,1322.03,346.43,386.69,398.43,336.35,5904.25,59.04,59.04,22710.5,0.289,2.046,1.3,3.3,4.6,"""ATR追踪止损倍数（空头）"" set to 6.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,,3,5,,,,,,,,,
31144.16,311.44,3608.52,10.26,47.3,"35/74",3.231,10000,4982.86,13.78,26161.31,261.61,21736.06,217.36,4425.25,44.25,37888.55,378.89,31748.35,317.48,6140.19,61.4,11727.24,117.27,10012.3,100.12,1714.94,17.15,3.231,3.171,3.58,1546.52,1220.86,325.66,353.53,362.27,316.09,5904.28,59.04,59.04,20257.03,0.279,1.879,1.2,3.7,4.9,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,,4,5,,,,,,,,,
31221.46,312.21,3640.4,10.33,47.3,"35/74",3.248,10000,5005.8,13.82,26215.66,262.16,21788.66,217.89,4426.99,44.27,37877.96,378.78,31735.95,317.36,6142.01,61.42,11662.3,116.62,9947.28,99.47,1715.02,17.15,3.248,3.19,3.581,1554.58,1228.7,325.88,354.27,363.14,316.21,5897.43,58.97,58.97,20318.22,0.28,1.884,1.3,3.1,4.4,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,,5,5,,,,,,,,,
42196.37,421.96,4881.18,11.17,53.25,"41/77",3.761,10000,6326.52,13.79,35869.85,358.7,27505.63,275.06,8364.22,83.64,48861.43,488.61,38356.85,383.57,10504.58,105.05,12991.58,129.92,10851.22,108.51,2140.36,21.4,3.761,3.535,4.908,1860.29,1428.3,431.99,465.84,466.2,464.68,5904.64,59.05,59.05,29965.21,0.311,2.553,1.3,4.4,5.7,"""ATR追踪止损倍数（多头）"" set to 9.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,,3,5,,,,,,,,,
38910.32,389.1,3261.43,8.23,51.95,"40/77",3.681,10000,5932.12,13.8,32978.19,329.78,25108.29,251.08,7869.91,78.7,45280.6,452.81,35384.65,353.85,9895.95,98.96,12302.4,123.02,10276.36,102.76,2026.04,20.26,3.681,3.443,4.884,1722.48,1315.93,406.56,428.29,425.56,437.22,5904.51,59.05,59.05,27073.68,0.303,2.336,1.3,4.5,5.8,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,,4,5,,,,,,,,,
38943.76,389.44,3298.63,8.31,51.95,"40/77",3.696,10000,5938.43,13.81,33005.33,330.05,25133.74,251.34,7871.59,78.72,45247.5,452.48,35349.87,353.5,9897.63,98.98,12242.17,122.42,10216.13,102.16,2026.04,20.26,3.696,3.46,4.885,1731.65,1324.93,406.72,428.64,426,437.31,5901.09,59.01,59.01,27104.24,0.303,2.34,1.3,4.7,6,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,,5,5,,,,,,,,,
38454.91,384.55,4647.27,11.16,53.25,"41/77",3.621,10000,5889.55,13.84,32565.37,325.65,26205.08,262.05,6360.29,63.6,44989.7,449.9,36568.68,365.69,8421.02,84.21,12424.34,124.24,10363.61,103.64,2060.73,20.61,3.621,3.529,4.086,1774.67,1362.32,412.35,422.93,444.15,353.35,5894.04,58.94,58.94,26671.33,0.299,2.442,1.3,4.6,5.9,"""ATR追踪止损倍数（空头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,,3,5,,,,,,,,,
35422.3,354.22,3106.44,8.22,51.95,"40/77",3.533,10000,5519.7,13.83,29902.61,299.03,23931.89,239.32,5970.72,59.71,41706.47,417.06,33780.29,337.8,7926.18,79.26,11803.87,118.04,9848.4,98.48,1955.46,19.55,3.533,3.43,4.053,1646.46,1257.89,388.57,388.35,405.63,331.71,5893.25,58.93,58.93,24009.35,0.29,2.23,1.2,3.7,5,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,,4,5,,,,,,,,,
35529.81,355.3,3144.53,8.3,51.95,"40/77",3.554,10000,5557.37,13.9,29972.44,299.72,23984.59,239.85,5987.86,59.88,41709.78,417.1,33766.35,337.66,7943.43,79.43,11737.34,117.37,9781.77,97.82,1955.57,19.56,3.554,3.452,4.062,1655.8,1266.64,389.16,389.25,406.52,332.66,5878.47,58.78,58.78,24093.97,0.291,2.237,1.2,3.7,5,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,,5,5,,,,,,,,,
37610.92,376.11,4922.99,11.91,51.32,"39/76",3.554,10000,5807.79,13.89,31803.13,318.03,26038.05,260.38,5765.09,57.65,44255.6,442.56,36335.29,363.35,7920.32,79.2,12452.47,124.52,10297.24,102.97,2155.23,21.55,3.554,3.529,3.675,1751.49,1353.25,398.24,418.46,441.32,339.12,5884.43,58.84,58.84,25918.71,0.29,2.257,1.3,3.2,4.5,"""ATR追踪止损倍数（空头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,,3,5,,,,,,,,,
34594.19,345.94,3380.14,9.02,50,"38/76",3.468,10000,5433.13,13.87,29161.07,291.61,23741.23,237.41,5419.84,54.2,40978.05,409.78,33514.43,335.14,7463.62,74.64,11816.98,118.17,9773.2,97.73,2043.78,20.44,3.468,3.429,3.652,1623.09,1247.97,375.12,383.7,402.39,318.81,5885.84,58.86,58.86,23275.23,0.282,2.074,1.3,4.1,5.4,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,,4,5,,,,,,,,,
34646.03,346.46,3413.67,9.09,50,"38/76",3.482,10000,5447.8,13.9,29198.23,291.98,23764.53,237.65,5433.7,54.34,40963.09,409.63,33485.61,334.86,7477.48,74.77,11764.86,117.65,9721.08,97.21,2043.78,20.44,3.482,3.445,3.659,1632.17,1256.89,375.28,384.19,402.79,319.63,5877.09,58.77,58.77,23321.14,0.282,2.077,1.3,3,4.3,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,,5,5,,,,,,,,,
36105.82,361.06,5334.66,13.13,49.32,"36/73",3.54,10000,5634.55,13.92,30471.27,304.71,25603.54,256.04,4867.74,48.68,42469.69,424.7,35746.06,357.46,6723.63,67.24,11998.42,119.98,10142.53,101.43,1855.89,18.56,3.54,3.524,3.623,1690.55,1331.97,358.59,417.41,433.96,347.7,5876.98,58.77,58.77,24594.29,0.287,2.206,1.3,4.4,5.7,"""ATR追踪止损倍数（空头）"" set to 6.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,,3,5,,,,,,,,,
33174.22,331.74,3778.71,10.26,47.95,"35/73",3.451,10000,5279.27,13.93,27894.95,278.95,23321.87,233.22,4573.08,45.73,39275.36,392.75,32949.97,329.5,6325.39,63.25,11380.41,113.8,9628.11,96.28,1752.3,17.52,3.451,3.422,3.61,1564.84,1227.75,337.09,382.12,395.29,326.65,5873.64,58.74,58.74,22021.31,0.278,2.027,1.3,3.7,5,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,,4,5,,,,,,,,,
33209.61,332.1,3817.27,10.34,47.95,"35/73",3.465,10000,5286.01,13.94,27923.6,279.24,23348.7,233.49,4574.9,45.75,39251.17,392.51,32923.97,329.24,6327.2,63.27,11327.57,113.28,9575.27,95.75,1752.3,17.52,3.465,3.438,3.611,1573.69,1236.46,337.23,382.52,395.74,326.78,5869.49,58.69,58.69,22054.11,0.278,2.028,1.2,3.2,4.4,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,,5,5,,,,,,,,,
41687.25,416.87,4824.16,11.16,53.25,"41/77",3.738,10000,6323.2,13.94,35364.04,353.64,27083.4,270.83,8280.65,82.81,48279.08,482.79,37873.75,378.74,10405.33,104.05,12915.04,129.15,10790.35,107.9,2124.68,21.25,3.738,3.51,4.897,1847.3,1419.5,427.8,459.27,459.04,460.04,5868.23,58.68,58.68,29495.81,0.309,2.539,1.3,4.1,5.5,"""ATR追踪止损倍数（多头）"" set to 10.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,,3,5,,,,,,,,,
38615.55,386.16,3237.66,8.23,51.95,"40/77",3.66,10000,5961.16,13.98,32654.39,326.54,24835.56,248.36,7818.83,78.19,44930.74,449.31,35093.53,350.94,9837.21,98.37,12276.35,122.76,10257.97,102.58,2018.38,20.18,3.66,3.421,4.874,1718.48,1314.02,404.46,424.08,420.94,434.38,5861.6,58.62,58.62,26792.79,0.302,2.337,1.3,4.3,5.6,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,,4,5,,,,,,,,,
38666.76,386.67,3282.06,8.32,51.95,"40/77",3.675,10000,5979.06,14.01,32687.7,326.88,24869.71,248.7,7817.99,78.18,44908.78,449.09,35069.89,350.7,9838.89,98.39,12221.08,122.21,10200.18,102,2020.9,20.21,3.675,3.438,4.869,1727.89,1323.02,404.86,424.52,421.52,434.33,5858.65,58.59,58.59,26829.05,0.302,2.335,1.3,3.2,4.5,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,,5,5,,,,,,,,,
37952.41,379.52,4588.51,11.15,53.25,"41/77",3.596,10000,5884.34,13.99,32068.06,320.68,25782.62,257.83,6285.45,62.85,44422.86,444.23,36089.05,360.89,8333.81,83.34,12354.79,123.55,10306.43,103.06,2048.36,20.48,3.596,3.502,4.069,1762.33,1353.69,408.64,416.47,436.99,349.19,5862.62,58.63,58.63,26205.45,0.297,2.425,1.3,4,5.3,"""ATR追踪止损倍数（空头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,,3,5,,,,,,,,,
35144.86,351.45,3090.09,8.24,51.95,"40/77",3.513,10000,5540.07,13.99,29604.79,296.05,23664.78,236.65,5940.01,59.4,41384.97,413.85,33497.09,334.97,7887.88,78.88,11780.18,117.8,9832.31,98.32,1947.87,19.48,3.513,3.407,4.049,1642.12,1255.57,386.55,384.48,401.1,330,5859.35,58.59,58.59,23745.43,0.29,2.229,1.3,5.1,6.3,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,,4,5,,,,,,,,,
35166.63,351.67,3125.73,8.32,51.95,"40/77",3.53,10000,5528.2,13.95,29638.43,296.38,23698.42,236.98,5940.01,59.4,41352.54,413.53,33464.66,334.65,7887.88,78.88,11714.11,117.14,9766.24,97.66,1947.87,19.48,3.53,3.427,4.049,1650.54,1263.99,386.55,384.91,401.67,330,5866.35,58.66,58.66,23772.08,0.29,2.23,1.3,3.7,5.1,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,,5,5,,,,,,,,,
36987.25,369.87,4861.29,11.92,51.32,"39/76",3.526,10000,5748.12,13.94,31239.13,312.39,25546.99,255.47,5692.15,56.92,43605.36,436.05,35774.18,357.74,7831.19,78.31,12366.23,123.66,10227.19,102.27,2139.04,21.39,3.526,3.498,3.661,1736.43,1342.55,393.89,411.04,433,334.83,5869.02,58.69,58.69,25370.11,0.288,2.238,1.3,4.2,5.5,"""ATR追踪止损倍数（空头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,,3,5,,,,,,,,,
34248.37,342.48,3348.25,9.01,50,"38/76",3.446,10000,5416.67,13.95,28831.7,288.32,23440.18,234.4,5391.52,53.92,40620.83,406.21,33193.23,331.93,7427.6,74.28,11789.13,117.89,9753.05,97.53,2036.08,20.36,3.446,3.403,3.648,1617.82,1245.02,372.8,379.36,397.29,317.15,5865.88,58.66,58.66,22965.82,0.281,2.068,1.2,3.4,4.7,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,,4,5,,,,,,,,,
34302.61,343.03,3387.01,9.09,50,"38/76",3.462,10000,5419.14,13.94,28883.46,288.83,23492.02,234.92,5391.45,53.91,40615.93,406.16,33188.33,331.88,7427.6,74.28,11732.47,117.32,9696.32,96.96,2036.15,20.36,3.462,3.423,3.648,1626.46,1253.58,372.87,380.05,398.17,317.14,5871.89,58.72,58.72,23011.57,0.281,2.07,1.2,4.3,5.6,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,,5,5,,,,,,,,,
35524.85,355.25,5265.87,13.12,49.32,"36/73",3.516,10000,5556.7,13.9,29968.15,299.68,25144.8,251.45,4823.35,48.23,41880.14,418.8,35220.26,352.2,6659.88,66.6,11911.99,119.12,10075.47,100.75,1836.53,18.37,3.516,3.496,3.626,1676.59,1322.07,354.51,410.52,426.18,344.53,5878.86,58.79,58.79,24089.28,0.285,2.189,1.3,4.5,5.8,"""ATR追踪止损倍数（空头）"" set to 6.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,,3,5,,,,,,,,,
32841.53,328.42,3748.83,10.25,47.95,"35/73",3.432,10000,5233.16,13.91,27608.37,276.08,23059.3,230.59,4549.07,45.49,38961.59,389.62,32668.69,326.69,6292.9,62.93,11353.22,113.53,9609.39,96.09,1743.83,17.44,3.432,3.4,3.609,1560.66,1225.64,335.02,378.2,390.84,324.93,5879.07,58.79,58.79,21729.3,0.277,2.021,1.2,4.2,5.5,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,,4,5,,,,,,,,,
32861.22,328.61,3784.88,10.34,47.95,"35/73",3.448,10000,5230.63,13.9,27630.59,276.31,23081.52,230.82,4549.07,45.49,38919.33,389.19,32626.43,326.26,6292.9,62.93,11288.74,112.89,9544.91,95.45,1743.83,17.44,3.448,3.418,3.609,1568.21,1233.19,335.02,378.5,391.21,324.93,5880.64,58.81,58.81,21749.95,0.277,2.022,1.3,2.9,4.2,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,,5,5,,,,,,,,,
41679.34,416.79,4824.16,11.16,53.25,"41/77",3.738,10000,6315.29,13.92,35364.04,353.64,27083.4,270.83,8280.65,82.81,48279.08,482.79,37873.75,378.74,10405.33,104.05,12915.04,129.15,10790.35,107.9,2124.68,21.25,3.738,3.51,4.897,1847.3,1419.5,427.8,459.27,459.04,460.04,5872.31,58.72,58.72,29491.74,0.309,2.539,1.3,4,5.4,"""ATR追踪止损倍数（多头）"" set to 11.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,,3,5,,,,,,,,,
38607.87,386.08,3237.66,8.23,51.95,"40/77",3.66,10000,5953.48,13.96,32654.39,326.54,24835.56,248.36,7818.83,78.19,44930.74,449.31,35093.53,350.94,9837.21,98.37,12276.35,122.76,10257.97,102.58,2018.38,20.18,3.66,3.421,4.874,1718.48,1314.02,404.46,424.08,420.94,434.38,5865.8,58.66,58.66,26788.59,0.302,2.337,1.3,4.4,5.6,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,,4,5,,,,,,,,,
38635.02,386.35,3282.06,8.32,51.95,"40/77",3.675,10000,5947.32,13.93,32687.7,326.88,24869.71,248.7,7817.99,78.18,44908.78,449.09,35069.89,350.7,9838.89,98.39,12221.08,122.21,10200.18,102,2020.9,20.21,3.675,3.438,4.869,1727.89,1323.02,404.86,424.52,421.52,434.33,5875.99,58.76,58.76,26811.71,0.302,2.334,1.2,4.1,5.4,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,,5,5,,,,,,,,,
37928.11,379.28,4588.51,11.15,53.25,"41/77",3.596,10000,5860.04,13.93,32068.06,320.68,25782.62,257.83,6285.45,62.85,44422.86,444.23,36089.05,360.89,8333.81,83.34,12354.79,123.55,10306.43,103.06,2048.36,20.48,3.596,3.502,4.069,1762.33,1353.69,408.64,416.47,436.99,349.19,5876.1,58.76,58.76,26191.97,0.297,2.424,1.3,4,5.3,"""ATR追踪止损倍数（空头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,,3,5,,,,,,,,,
35118.63,351.19,3090.09,8.24,51.95,"40/77",3.513,10000,5513.84,13.92,29604.79,296.05,23664.78,236.65,5940.01,59.4,41384.97,413.85,33497.09,334.97,7887.88,78.88,11780.18,117.8,9832.31,98.32,1947.87,19.48,3.513,3.407,4.049,1642.12,1255.57,386.55,384.48,401.1,330,5874.82,58.75,58.75,23729.97,0.29,2.228,1.2,4.5,5.8,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,,4,5,,,,,,,,,
35160.78,351.61,3125.73,8.32,51.95,"40/77",3.53,10000,5522.35,13.93,29638.43,296.38,23698.42,236.98,5940.01,59.4,41352.54,413.53,33464.66,334.65,7887.88,78.88,11714.11,117.14,9766.24,97.66,1947.87,19.48,3.53,3.427,4.049,1650.54,1263.99,386.55,384.91,401.67,330,5869.8,58.7,58.7,23768.63,0.29,2.229,1.2,3.3,4.6,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,,5,5,,,,,,,,,
37007.16,370.07,4861.29,11.92,51.32,"39/76",3.526,10000,5768.03,13.99,31239.13,312.39,25546.99,255.47,5692.15,56.92,43605.36,436.05,35774.18,357.74,7831.19,78.31,12366.23,123.66,10227.19,102.27,2139.04,21.39,3.526,3.498,3.661,1736.43,1342.55,393.89,411.04,433,334.83,5857.73,58.58,58.58,25381.4,0.288,2.238,1.3,3.7,5.1,"""ATR追踪止损倍数（空头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,,3,5,,,,,,,,,
34262.22,342.62,3348.25,9.01,50,"38/76",3.446,10000,5430.51,13.98,28831.7,288.32,23440.18,234.4,5391.52,53.92,40620.83,406.21,33193.23,331.93,7427.6,74.28,11789.13,117.89,9753.05,97.53,2036.08,20.36,3.446,3.403,3.648,1617.82,1245.02,372.8,379.36,397.29,317.15,5857.55,58.58,58.58,22974.15,0.281,2.069,1.3,4.6,5.9,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,,4,5,,,,,,,,,
34335.45,343.35,3387.01,9.09,50,"38/76",3.462,10000,5451.99,14.02,28883.46,288.83,23492.02,234.92,5391.45,53.91,40615.93,406.16,33188.33,331.88,7427.6,74.28,11732.47,117.32,9696.32,96.96,2036.15,20.36,3.462,3.423,3.648,1626.46,1253.58,372.87,380.05,398.17,317.14,5852.17,58.52,58.52,23031.29,0.281,2.071,1.3,4.3,5.6,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,,5,5,,,,,,,,,
35562.53,355.63,5265.87,13.12,49.32,"36/73",3.516,10000,5594.38,14,29968.15,299.68,25144.8,251.45,4823.35,48.23,41880.14,418.8,35220.26,352.2,6659.88,66.6,11911.99,119.12,10075.47,100.75,1836.53,18.37,3.516,3.496,3.626,1676.59,1322.07,354.51,410.52,426.18,344.53,5856.85,58.57,58.57,24111.3,0.285,2.191,1.3,4.7,6,"""ATR追踪止损倍数（空头）"" set to 6.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,,3,5,,,,,,,,,
32878.79,328.79,3748.83,10.25,47.95,"35/73",3.432,10000,5270.41,14.01,27608.37,276.08,23059.3,230.59,4549.07,45.49,38961.59,389.62,32668.69,326.69,6292.9,62.93,11353.22,113.53,9609.39,96.09,1743.83,17.44,3.432,3.4,3.609,1560.66,1225.64,335.02,378.2,390.84,324.93,5855.96,58.56,58.56,21752.42,0.277,2.022,1.2,3.8,5.1,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,,4,5,,,,,,,,,
32909.55,329.1,3784.88,10.34,47.95,"35/73",3.448,10000,5278.96,14.03,27630.59,276.31,23081.52,230.82,4549.07,45.49,38919.33,389.19,32626.43,326.26,6292.9,62.93,11288.74,112.89,9544.91,95.45,1743.83,17.44,3.448,3.418,3.609,1568.21,1233.19,335.02,378.5,391.21,324.93,5850.66,58.51,58.51,21779.94,0.277,2.023,1.2,3.5,4.8,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,,5,5,,,,,,,,,
