37716.88,377.1688,2329.1,23.291,94.0,47.87,"45/94",8.7234,10000.0,"","",37716.88,377.1688,35976.35,359.7635,1757.03,17.5703,43006.43,430.0643,40003.29,"",3003.14,"",5273.05,52.7305,4026.94,"",1246.11,"",8.7234,9.9339,2.41,368.25,"","",401.42,499.67,79.86,72829.0,728.29,728.29,-35112.12,1.2532,1.8908,94.0,72.0,22.0,"","","",45.0,34.0,11.0,49.0,38.0,11.0,47.87,47.22,50.0,401.42,"",499.67,"",79.86,"",955.7,27.9598,1176.57,"",273.01,"",107.61,3.8139,105.97,"",113.28,"",8.8811,11.1029,2.41,18899.49,18899.49,1209.56,381.9084,"","",43.95,"","",258.21,258.21,143.72,8.4643,"","",4.9,"","",116.0,136.0,49.0,223.0,"","",17.0,"","",29.77,28.97,2.74,377.1688,359.7635,17.5703,"","","","",14607.06,"","","","","",0.0,"",30122.0,301.22,38169.73,382.6,38169.73,382.6,382.6,"24天",753.72,7.5372,2329.1,23.291,2329.1,23.291,0.2364,13146.68,"","","","Rank 38.",55.0,144.0,11.0,4.0,4.0,3.0
37716.88,377.1688,2329.1,23.291,94.0,47.87,"45/94",8.7234,10000.0,"","",37716.88,377.1688,35976.35,359.7635,1757.03,17.5703,43006.43,430.0643,40003.29,"",3003.14,"",5273.05,52.7305,4026.94,"",1246.11,"",8.7234,9.9339,2.41,368.25,"","",401.42,499.67,79.86,72829.0,728.29,728.29,-35112.12,1.2532,1.8908,94.0,72.0,22.0,"","","",45.0,34.0,11.0,49.0,38.0,11.0,47.87,47.22,50.0,401.42,"",499.67,"",79.86,"",955.7,27.9598,1176.57,"",273.01,"",107.61,3.8139,105.97,"",113.28,"",8.8811,11.1029,2.41,18899.49,18899.49,1209.56,381.9084,"","",43.95,"","",258.21,258.21,143.72,8.4643,"","",4.9,"","",116.0,136.0,49.0,223.0,"","",17.0,"","",29.77,28.97,2.74,377.1688,359.7635,17.5703,"","","","",14607.06,"","","","","",0.0,"",30122.0,301.22,38169.73,382.6,38169.73,382.6,382.6,"24天",753.72,7.5372,2329.1,23.291,2329.1,23.291,0.2364,13146.68,"","","","Rank 39.",55.0,144.0,11.0,4.0,4.0,3.0
36524.83,365.2483,2289.06,22.8906,95.0,46.32,"44/95",8.4699,10000.0,"","",36524.83,365.2483,34719.46,347.1946,1821.54,18.2154,41698.42,416.9842,38694.84,"",3003.58,"",5157.42,51.5742,3975.38,"",1182.04,"",8.4699,9.7336,2.541,367.54,"","",384.64,469.18,86.74,72829.0,728.29,728.29,-36304.17,1.2582,1.897,95.0,74.0,21.0,"","","",44.0,35.0,9.0,51.0,39.0,12.0,46.32,47.3,42.86,384.64,"",469.18,"",86.74,"",947.69,28.8366,1105.57,"",333.73,"",101.13,3.53,101.93,"",98.5,"",9.371,10.8464,3.3881,17549.52,17549.52,1184.87,381.9084,"","",42.09,"","",269.3,269.3,138.26,8.4643,"","",5.22,"","",120.0,134.0,70.0,237.0,"","",18.0,"","",29.23,28.38,2.83,365.2483,347.1946,18.2154,"","","","",13562.88,"","","","","",0.0,"",28866.0,288.66,36967.5,370.44,36967.5,370.44,370.44,"20天",726.08,7.2608,2289.06,22.8906,2289.06,22.8906,0.2075,12418.7,"","","","Rank 40.",89.0,144.0,11.0,5.0,3.0,3.0
37600.69,376.0069,2327.87,23.2787,93.0,46.24,"43/93",8.8008,10000.0,"","",37600.69,376.0069,35749.52,357.4952,1867.49,18.6749,42890.81,428.9081,39774.37,"",3116.44,"",5273.8,52.738,4024.85,"",1248.95,"",8.8008,9.8822,2.4952,365.76,"","",404.48,496.52,88.93,72829.0,728.29,728.29,-35228.31,1.2518,1.8884,93.0,72.0,21.0,"","","",43.0,34.0,9.0,50.0,38.0,12.0,46.24,47.22,42.86,404.48,"",496.52,"",88.93,"",997.46,29.0772,1169.83,"",346.27,"",105.48,3.6968,105.92,"",104.08,"",9.4564,11.0445,3.327,18899.49,18899.49,1200.36,381.9084,"","",44.06,"","",258.21,258.21,143.72,8.4643,"","",4.9,"","",121.0,136.0,71.0,242.0,"","",17.0,"","",29.72,28.87,2.9,376.0069,357.4952,18.6749,"","","","",14562.06,"","","","","",0.0,"",30009.0,300.09,38062.74,381.53,38062.74,381.53,381.53,"23天",743.47,7.4347,2327.87,23.2787,2327.87,23.2787,0.2364,13017.97,"","","","Rank 41.",55.0,144.0,11.0,5.0,5.0,4.0
37600.69,376.0069,2327.87,23.2787,93.0,46.24,"43/93",8.8008,10000.0,"","",37600.69,376.0069,35749.52,357.4952,1867.49,18.6749,42890.81,428.9081,39774.37,"",3116.44,"",5273.8,52.738,4024.85,"",1248.95,"",8.8008,9.8822,2.4952,365.76,"","",404.48,496.52,88.93,72829.0,728.29,728.29,-35228.31,1.2518,1.8884,93.0,72.0,21.0,"","","",43.0,34.0,9.0,50.0,38.0,12.0,46.24,47.22,42.86,404.48,"",496.52,"",88.93,"",997.46,29.0772,1169.83,"",346.27,"",105.48,3.6968,105.92,"",104.08,"",9.4564,11.0445,3.327,18899.49,18899.49,1200.36,381.9084,"","",44.06,"","",258.21,258.21,143.72,8.4643,"","",4.9,"","",121.0,136.0,71.0,242.0,"","",17.0,"","",29.72,28.87,2.9,376.0069,357.4952,18.6749,"","","","",14562.06,"","","","","",0.0,"",30009.0,300.09,38062.74,381.53,38062.74,381.53,381.53,"23天",743.47,7.4347,2327.87,23.2787,2327.87,23.2787,0.2364,13017.97,"","","","Rank 42.",55.0,144.0,11.0,5.0,5.0,4.0
36453.46,364.5346,2287.2,22.872,91.0,45.05,"41/91",8.6871,10000.0,"","",36453.46,364.5346,34318.28,343.1828,2150.86,21.5086,41585.83,415.8583,38495.72,"",3090.11,"",5116.69,51.1669,4177.44,"",939.25,"",8.6871,9.2151,3.29,356.54,"","",400.76,470.12,119.49,72829.0,728.29,728.29,-36375.54,1.258,1.8967,91.0,73.0,18.0,"","","",41.0,34.0,7.0,50.0,39.0,11.0,45.05,46.58,38.89,400.76,"",470.12,"",119.49,"",1014.29,30.5685,1132.23,"",441.44,"",102.33,3.606,107.11,"",85.39,"",9.912,10.5707,5.1697,17549.52,17549.52,1606.6,381.9084,"","",42.2,"","",269.3,269.3,132.35,8.4643,"","",5.26,"","",125.0,133.0,90.0,254.0,"","",19.0,"","",29.2,28.19,3.3,364.5346,343.1828,21.5086,"","","","",13536.38,"","","","","",0.0,"",28935.0,289.35,36959.5,370.36,36959.5,370.36,370.36,"20天",704.17,7.0417,2287.2,22.872,2287.2,22.872,0.2075,12368.33,"","","","Rank 43.",89.0,144.0,11.0,6.0,4.0,4.0
36490.66,364.9066,2289.06,22.8906,96.0,47.92,"46/96",8.389,10000.0,"","",36490.66,364.9066,34719.46,347.1946,1787.52,17.8752,41713.43,417.1343,38694.84,"",3018.59,"",5206.45,52.0645,3975.38,"",1231.07,"",8.389,9.7336,2.452,370.23,"","",380.28,469.18,81.25,72829.0,728.29,728.29,-36338.34,1.2578,1.8965,96.0,74.0,22.0,"","","",46.0,35.0,11.0,50.0,39.0,11.0,47.92,47.3,50.0,380.28,"",469.18,"",81.25,"",906.81,27.6756,1105.57,"",274.42,"",104.13,3.6418,101.93,"",111.92,"",8.7084,10.8464,2.4519,17549.52,17549.52,1285.99,381.9084,"","",42.07,"","",269.3,269.3,138.26,8.4643,"","",5.17,"","",114.0,134.0,48.0,219.0,"","",18.0,"","",29.21,28.38,2.78,364.9066,347.1946,17.8752,"","","","",13550.19,"","","","","",0.0,"",28773.0,287.73,36876.28,369.53,36876.28,369.53,369.53,"22天",735.4,7.354,2289.06,22.8906,2289.06,22.8906,0.2075,12418.7,"","","","Rank 44.",89.0,144.0,11.0,4.0,3.0,5.0
36485.04,364.8504,2289.06,22.8906,96.0,47.92,"46/96",8.4661,10000.0,"","",36485.04,364.8504,34719.46,347.1946,1781.9,17.819,41656.08,416.5608,38694.84,"",2961.24,"",5154.72,51.5472,3975.38,"",1179.34,"",8.4661,9.7336,2.5109,370.24,"","",380.23,469.18,81.0,72829.0,728.29,728.29,-36343.96,1.2577,1.8964,96.0,74.0,22.0,"","","",46.0,35.0,11.0,50.0,39.0,11.0,47.92,47.3,50.0,380.23,"",469.18,"",81.0,"",905.57,27.6187,1105.57,"",269.2,"",103.09,3.6006,101.93,"",107.21,"",8.7843,10.8464,2.511,17549.52,17549.52,1285.99,381.9084,"","",42.13,"","",269.3,269.3,138.26,8.4643,"","",5.22,"","",114.0,134.0,48.0,219.0,"","",18.0,"","",29.21,28.38,2.77,364.8504,347.1946,17.819,"","","","",13548.1,"","","","","",0.0,"",28763.0,287.63,36870.65,369.47,36870.65,369.47,369.47,"22天",737.18,7.3718,2289.06,22.8906,2289.06,22.8906,0.2075,12418.7,"","","","Rank 45.",89.0,144.0,11.0,4.0,3.0,3.0
36296.05,362.9605,2286.81,22.8681,90.0,45.56,"41/90",8.8825,10000.0,"","",36296.05,362.9605,34160.8,341.608,2150.86,21.5086,41371.71,413.7171,38281.6,"",3090.11,"",5060.05,50.6005,4120.8,"",939.25,"",8.8825,9.2898,3.29,352.65,"","",403.46,474.46,119.49,72829.0,728.29,728.29,-36532.95,1.2555,1.8926,90.0,72.0,18.0,"","","",41.0,34.0,7.0,49.0,38.0,11.0,45.56,47.22,38.89,403.46,"",474.46,"",119.49,"",1009.07,30.2839,1125.93,"",441.44,"",103.27,3.6752,108.44,"",85.39,"",9.7712,10.383,5.1697,17549.52,17549.52,1606.6,381.9084,"","",42.42,"","",269.3,269.3,132.35,8.4643,"","",5.32,"","",127.0,137.0,90.0,257.0,"","",19.0,"","",29.12,28.11,3.3,362.9605,341.608,21.5086,"","","","",13477.92,"","","","","",0.0,"",28780.0,287.8,36802.08,368.79,36802.08,368.79,368.79,"21天",703.4,7.034,2286.81,22.8681,2286.81,22.8681,0.2075,12262.36,"","","","Rank 46.",89.0,144.0,11.0,6.0,5.0,4.0
37291.91,372.9191,2327.87,23.2787,96.0,48.96,"47/96",8.6558,10000.0,"","",37291.91,372.9191,35749.52,357.4952,1559.11,15.5911,42633.62,426.3362,39774.37,"",2859.25,"",5324.99,53.2499,4024.85,"",1300.14,"",8.6558,9.8822,2.1992,377.1,"","",388.63,496.52,64.96,72829.0,728.29,728.29,-35537.09,1.2473,1.8817,96.0,72.0,24.0,"","","",47.0,34.0,13.0,49.0,38.0,11.0,48.96,47.22,54.17,388.63,"",496.52,"",64.96,"",907.1,26.6223,1169.83,"",219.94,"",108.67,3.8072,105.92,"",118.19,"",8.3473,11.0445,1.8609,18899.49,18899.49,778.36,381.9084,"","",44.33,"","",258.21,258.21,143.72,8.4643,"","",4.85,"","",110.0,136.0,32.0,208.0,"","",16.0,"","",29.58,28.87,2.45,372.9191,357.4952,15.5911,"","","","",14442.47,"","","","","",0.0,"",29797.0,297.97,37753.99,378.43,37753.99,378.43,378.43,"21天",767.13,7.6713,2327.87,23.2787,2327.87,23.2787,0.2364,13017.97,"","","","Rank 47.",55.0,144.0,11.0,3.0,5.0,4.0
36123.68,361.2368,2287.2,22.872,94.0,45.74,"43/94",8.2462,10000.0,"","",36123.68,361.2368,34318.28,343.1828,1821.54,18.2154,41499.3,414.993,38495.72,"",3003.58,"",5359.48,53.5948,4177.44,"",1182.04,"",8.2462,9.2151,2.541,366.94,"","",384.47,470.12,86.74,72829.0,728.29,728.29,-36705.32,1.2524,1.8881,94.0,73.0,21.0,"","","",43.0,34.0,9.0,51.0,39.0,12.0,45.74,46.58,42.86,384.47,"",470.12,"",86.74,"",965.1,29.1743,1132.23,"",333.73,"",105.09,3.6987,107.11,"",98.5,"",9.1836,10.5707,3.3881,17549.52,17549.52,1184.87,381.9084,"","",42.29,"","",269.3,269.3,138.26,8.4643,"","",5.02,"","",119.0,133.0,70.0,240.0,"","",17.0,"","",29.04,28.19,2.83,361.2368,343.1828,18.2154,"","","","",13413.92,"","","","","",0.0,"",28661.0,286.61,36576.44,366.52,36576.44,366.52,366.52,"21天",733.34,7.3334,2287.2,22.872,2287.2,22.872,0.2075,12368.33,"","","","Rank 48.",89.0,144.0,11.0,5.0,4.0,3.0
36123.68,361.2368,2287.2,22.872,94.0,45.74,"43/94",8.2462,10000.0,"","",36123.68,361.2368,34318.28,343.1828,1821.54,18.2154,41499.3,414.993,38495.72,"",3003.58,"",5359.48,53.5948,4177.44,"",1182.04,"",8.2462,9.2151,2.541,366.94,"","",384.47,470.12,86.74,72829.0,728.29,728.29,-36705.32,1.2524,1.8881,94.0,73.0,21.0,"","","",43.0,34.0,9.0,51.0,39.0,12.0,45.74,46.58,42.86,384.47,"",470.12,"",86.74,"",965.1,29.1743,1132.23,"",333.73,"",105.09,3.6987,107.11,"",98.5,"",9.1836,10.5707,3.3881,17549.52,17549.52,1184.87,381.9084,"","",42.29,"","",269.3,269.3,138.26,8.4643,"","",5.02,"","",119.0,133.0,70.0,240.0,"","",17.0,"","",29.04,28.19,2.83,361.2368,343.1828,18.2154,"","","","",13413.92,"","","","","",0.0,"",28661.0,286.61,36576.44,366.52,36576.44,366.52,366.52,"21天",733.34,7.3334,2287.2,22.872,2287.2,22.872,0.2075,12368.33,"","","","Rank 49.",89.0,144.0,11.0,5.0,4.0,4.0
36123.68,361.2368,2287.2,22.872,94.0,45.74,"43/94",8.2462,10000.0,"","",36123.68,361.2368,34318.28,343.1828,1821.54,18.2154,41499.3,414.993,38495.72,"",3003.58,"",5359.48,53.5948,4177.44,"",1182.04,"",8.2462,9.2151,2.541,366.94,"","",384.47,470.12,86.74,72829.0,728.29,728.29,-36705.32,1.2524,1.8881,94.0,73.0,21.0,"","","",43.0,34.0,9.0,51.0,39.0,12.0,45.74,46.58,42.86,384.47,"",470.12,"",86.74,"",965.1,29.1743,1132.23,"",333.73,"",105.09,3.6987,107.11,"",98.5,"",9.1836,10.5707,3.3881,17549.52,17549.52,1184.87,381.9084,"","",42.29,"","",269.3,269.3,138.26,8.4643,"","",5.02,"","",119.0,133.0,70.0,240.0,"","",17.0,"","",29.04,28.19,2.83,361.2368,343.1828,18.2154,"","","","",13413.92,"","","","","",0.0,"",28661.0,286.61,36576.44,366.52,36576.44,366.52,366.52,"21天",733.34,7.3334,2287.2,22.872,2287.2,22.872,0.2075,12368.33,"","","","Rank 50.",89.0,144.0,11.0,5.0,4.0,4.0
36123.68,361.2368,2287.2,22.872,94.0,45.74,"43/94",8.2462,10000.0,"","",36123.68,361.2368,34318.28,343.1828,1821.54,18.2154,41499.3,414.993,38495.72,"",3003.58,"",5359.48,53.5948,4177.44,"",1182.04,"",8.2462,9.2151,2.541,366.94,"","",384.47,470.12,86.74,72829.0,728.29,728.29,-36705.32,1.2524,1.8881,94.0,73.0,21.0,"","","",43.0,34.0,9.0,51.0,39.0,12.0,45.74,46.58,42.86,384.47,"",470.12,"",86.74,"",965.1,29.1743,1132.23,"",333.73,"",105.09,3.6987,107.11,"",98.5,"",9.1836,10.5707,3.3881,17549.52,17549.52,1184.87,381.9084,"","",42.29,"","",269.3,269.3,138.26,8.4643,"","",5.02,"","",119.0,133.0,70.0,240.0,"","",17.0,"","",29.04,28.19,2.83,361.2368,343.1828,18.2154,"","","","",13413.92,"","","","","",0.0,"",28661.0,286.61,36576.44,366.52,36576.44,366.52,366.52,"21天",733.34,7.3334,2287.2,22.872,2287.2,22.872,0.2075,12368.33,"","","","Rank 51.",89.0,144.0,11.0,5.0,4.0,3.0
38047.07,380.4707,2359.86,23.5986,117.0,43.59,"51/117",6.5949,10000.0,"","",38047.07,380.4707,36929.29,369.2929,1137.11,11.3711,45226.73,452.2673,42087.67,"",3139.06,"",7160.33,71.6033,5158.38,"",2001.95,"",6.5949,8.1591,1.568,444.12,"","",325.35,424.48,37.91,72829.0,728.29,728.29,-34781.93,1.2405,1.873,117.0,87.0,30.0,"","","",51.0,38.0,13.0,66.0,49.0,17.0,43.59,43.68,43.33,325.35,"",424.48,"",37.91,"",886.8,26.25,1107.57,"",241.47,"",108.49,3.9043,105.27,"",117.76,"",8.174,10.5212,2.0505,19803.38,19803.38,778.36,397.7178,"","",43.79,"","",258.21,258.21,173.26,9.4743,"","",3.61,"","",96.0,118.0,32.0,199.0,"","",17.0,"","",29.92,29.41,1.81,380.4707,369.2929,11.3711,"","","","",14734.93,"","","","","",0.0,"0天",31714.0,317.14,38813.98,397.8,38813.98,397.8,397.8,"23天",778.38,7.7838,2359.86,23.5986,2359.86,23.5986,2.4293,13676.16,"","","","Rank 52.",55.0,89.0,11.0,3.0,3.0,5.0
35937.02,359.3702,2286.81,22.8681,93.0,47.31,"44/93",8.3392,10000.0,"","",35937.02,359.3702,34160.8,341.608,1792.29,17.9229,41304.96,413.0496,38281.6,"",3023.36,"",5351.87,53.5187,4120.8,"",1231.07,"",8.3392,9.2898,2.4559,363.08,"","",386.59,474.46,85.35,72829.0,728.29,728.29,-36891.98,1.2494,1.8833,93.0,72.0,21.0,"","","",44.0,34.0,10.0,49.0,38.0,11.0,47.31,47.22,47.62,386.59,"",474.46,"",85.35,"",938.75,28.2693,1125.93,"",302.34,"",109.22,3.8873,108.44,"",111.92,"",8.595,10.383,2.7014,17549.52,17549.52,1184.87,381.9084,"","",42.49,"","",269.3,269.3,138.26,8.4643,"","",5.03,"","",121.0,137.0,68.0,238.0,"","",17.0,"","",28.95,28.11,2.79,359.3702,341.608,17.9229,"","","","",13344.6,"","","","","",0.0,"",28490.0,284.9,36389.77,364.65,36389.77,364.65,364.65,"21天",734.02,7.3402,2286.81,22.8681,2286.81,22.8681,0.2075,12262.36,"","","","Rank 53.",89.0,144.0,11.0,5.0,5.0,5.0
35932.11,359.3211,2286.81,22.8681,94.0,47.87,"45/94",8.3382,10000.0,"","",35932.11,359.3211,34160.8,341.608,1787.52,17.8752,41300.19,413.0019,38281.6,"",3018.59,"",5351.87,53.5187,4120.8,"",1231.07,"",8.3382,9.2898,2.452,365.75,"","",382.43,474.46,81.25,72829.0,728.29,728.29,-36896.89,1.2495,1.8835,94.0,72.0,22.0,"","","",45.0,34.0,11.0,49.0,38.0,11.0,47.87,47.22,50.0,382.43,"",474.46,"",81.25,"",917.78,27.7131,1125.93,"",274.42,"",109.22,3.8873,108.44,"",111.92,"",8.403,10.383,2.4519,17549.52,17549.52,1285.99,381.9084,"","",42.49,"","",269.3,269.3,138.26,8.4643,"","",5.03,"","",116.0,137.0,48.0,224.0,"","",17.0,"","",28.95,28.11,2.78,359.3211,341.608,17.8752,"","","","",13342.78,"","","","","",0.0,"",28413.0,284.13,36317.72,363.93,36317.72,363.93,363.93,"24天",742.04,7.4204,2286.81,22.8681,2286.81,22.8681,0.2075,12262.36,"","","","Rank 54.",89.0,144.0,11.0,4.0,5.0,5.0
35932.11,359.3211,2286.81,22.8681,94.0,47.87,"45/94",8.3382,10000.0,"","",35932.11,359.3211,34160.8,341.608,1787.52,17.8752,41300.19,413.0019,38281.6,"",3018.59,"",5351.87,53.5187,4120.8,"",1231.07,"",8.3382,9.2898,2.452,365.75,"","",382.43,474.46,81.25,72829.0,728.29,728.29,-36896.89,1.2495,1.8835,94.0,72.0,22.0,"","","",45.0,34.0,11.0,49.0,38.0,11.0,47.87,47.22,50.0,382.43,"",474.46,"",81.25,"",917.78,27.7131,1125.93,"",274.42,"",109.22,3.8873,108.44,"",111.92,"",8.403,10.383,2.4519,17549.52,17549.52,1285.99,381.9084,"","",42.49,"","",269.3,269.3,138.26,8.4643,"","",5.03,"","",116.0,137.0,48.0,224.0,"","",17.0,"","",28.95,28.11,2.78,359.3211,341.608,17.8752,"","","","",13342.78,"","","","","",0.0,"",28413.0,284.13,36317.72,363.93,36317.72,363.93,363.93,"24天",742.04,7.4204,2286.81,22.8681,2286.81,22.8681,0.2075,12262.36,"","","","Rank 55.",89.0,144.0,11.0,4.0,5.0,5.0
35932.11,359.3211,2286.81,22.8681,94.0,47.87,"45/94",8.3382,10000.0,"","",35932.11,359.3211,34160.8,341.608,1787.52,17.8752,41300.19,413.0019,38281.6,"",3018.59,"",5351.87,53.5187,4120.8,"",1231.07,"",8.3382,9.2898,2.452,365.75,"","",382.43,474.46,81.25,72829.0,728.29,728.29,-36896.89,1.2495,1.8835,94.0,72.0,22.0,"","","",45.0,34.0,11.0,49.0,38.0,11.0,47.87,47.22,50.0,382.43,"",474.46,"",81.25,"",917.78,27.7131,1125.93,"",274.42,"",109.22,3.8873,108.44,"",111.92,"",8.403,10.383,2.4519,17549.52,17549.52,1285.99,381.9084,"","",42.49,"","",269.3,269.3,138.26,8.4643,"","",5.03,"","",116.0,137.0,48.0,224.0,"","",17.0,"","",28.95,28.11,2.78,359.3211,341.608,17.8752,"","","","",13342.78,"","","","","",0.0,"",28413.0,284.13,36317.72,363.93,36317.72,363.93,363.93,"24天",742.04,7.4204,2286.81,22.8681,2286.81,22.8681,0.2075,12262.36,"","","","Rank 56.",89.0,144.0,11.0,4.0,5.0,5.0
35932.11,359.3211,2286.81,22.8681,94.0,47.87,"45/94",8.3382,10000.0,"","",35932.11,359.3211,34160.8,341.608,1787.52,17.8752,41300.19,413.0019,38281.6,"",3018.59,"",5351.87,53.5187,4120.8,"",1231.07,"",8.3382,9.2898,2.452,365.75,"","",382.43,474.46,81.25,72829.0,728.29,728.29,-36896.89,1.2495,1.8835,94.0,72.0,22.0,"","","",45.0,34.0,11.0,49.0,38.0,11.0,47.87,47.22,50.0,382.43,"",474.46,"",81.25,"",917.78,27.7131,1125.93,"",274.42,"",109.22,3.8873,108.44,"",111.92,"",8.403,10.383,2.4519,17549.52,17549.52,1285.99,381.9084,"","",42.49,"","",269.3,269.3,138.26,8.4643,"","",5.03,"","",116.0,137.0,48.0,224.0,"","",17.0,"","",28.95,28.11,2.78,359.3211,341.608,17.8752,"","","","",13342.78,"","","","","",0.0,"",28413.0,284.13,36317.72,363.93,36317.72,363.93,363.93,"24天",742.04,7.4204,2286.81,22.8681,2286.81,22.8681,0.2075,12262.36,"","","","Rank 57.",89.0,144.0,11.0,4.0,5.0,5.0
37928.56,379.2856,2359.86,23.5986,115.0,43.48,"50/115",6.7676,10000.0,"","",37928.56,379.2856,36929.29,369.2929,1018.43,10.1843,44883.91,448.8391,42087.67,"",2796.24,"",6936.19,69.3619,5158.38,"",1777.81,"",6.7676,8.1591,1.5729,435.78,"","",329.98,424.48,36.37,72829.0,728.29,728.29,-34900.44,1.2385,1.8698,115.0,87.0,28.0,"","","",50.0,38.0,12.0,65.0,49.0,16.0,43.48,43.68,42.86,329.98,"",424.48,"",36.37,"",897.68,26.4161,1107.57,"",233.02,"",106.71,3.8352,105.27,"",111.11,"",8.4123,10.5212,2.0972,19803.38,19803.38,1209.56,397.7178,"","",44.12,"","",258.21,258.21,173.26,9.4743,"","",3.72,"","",99.0,118.0,40.0,208.0,"","",16.0,"","",29.87,29.41,1.63,379.2856,369.2929,10.1843,"","","","",14689.04,"","","","","",0.0,"0天",31532.0,315.32,38708.2,396.72,38708.2,396.72,396.72,"25天",795.99,7.9599,2359.86,23.5986,2359.86,23.5986,2.4293,13676.16,"","","","Rank 58.",55.0,89.0,11.0,4.0,3.0,4.0
