37870.96,378.7096,2359.86,23.5986,115.0,43.48,"50/115",6.6574,10000.0,"","",37870.96,378.7096,36929.29,369.2929,960.83,9.6083,44944.28,449.4428,42087.67,"",2856.61,"",7054.16,70.5416,5158.38,"",1895.78,"",6.6574,8.1591,1.5068,435.82,"","",329.48,424.48,34.31,72829.0,728.29,728.29,-34958.04,1.2375,1.8684,115.0,87.0,28.0,"","","",50.0,38.0,12.0,65.0,49.0,16.0,43.48,43.68,42.86,329.48,"",424.48,"",34.31,"",898.89,26.4684,1107.57,"",238.05,"",108.53,3.9106,105.27,"",118.49,"",8.2824,10.5212,2.009,19803.38,19803.38,1209.56,397.7178,"","",44.06,"","",258.21,258.21,173.26,9.4743,"","",3.66,"","",100.0,118.0,41.0,208.0,"","",16.0,"","",29.84,29.41,1.54,378.7096,369.2929,9.6083,"","","","",14666.73,"","","","","",0.0,"0天",31490.0,314.9,38650.61,396.13,38650.61,396.13,396.13,"25天",800.06,8.0006,2359.86,23.5986,2359.86,23.5986,2.4293,13676.16,"","","","Rank 59.",55.0,89.0,11.0,4.0,3.0,5.0
37870.96,378.7096,2359.86,23.5986,115.0,43.48,"50/115",6.6574,10000.0,"","",37870.96,378.7096,36929.29,369.2929,960.83,9.6083,44944.28,449.4428,42087.67,"",2856.61,"",7054.16,70.5416,5158.38,"",1895.78,"",6.6574,8.1591,1.5068,435.82,"","",329.48,424.48,34.31,72829.0,728.29,728.29,-34958.04,1.2375,1.8684,115.0,87.0,28.0,"","","",50.0,38.0,12.0,65.0,49.0,16.0,43.48,43.68,42.86,329.48,"",424.48,"",34.31,"",898.89,26.4684,1107.57,"",238.05,"",108.53,3.9106,105.27,"",118.49,"",8.2824,10.5212,2.009,19803.38,19803.38,1209.56,397.7178,"","",44.06,"","",258.21,258.21,173.26,9.4743,"","",3.66,"","",100.0,118.0,41.0,208.0,"","",16.0,"","",29.84,29.41,1.54,378.7096,369.2929,9.6083,"","","","",14666.73,"","","","","",0.0,"0天",31490.0,314.9,38650.61,396.13,38650.61,396.13,396.13,"25天",800.06,8.0006,2359.86,23.5986,2359.86,23.5986,2.4293,13676.16,"","","","Rank 60.",55.0,89.0,11.0,4.0,3.0,5.0
35943.42,359.4342,2295.31,22.9531,117.0,44.44,"52/117",6.5027,10000.0,"","",35943.42,359.4342,34773.02,347.7302,1189.28,11.8928,42843.5,428.435,39782.61,"",3060.89,"",6881.2,68.812,5009.59,"",1871.61,"",6.5027,7.9413,1.6354,437.3,"","",307.37,399.69,39.64,72829.0,728.29,728.29,-36885.58,1.2419,1.8723,117.0,87.0,30.0,"","","",52.0,39.0,13.0,65.0,48.0,17.0,44.44,44.83,43.33,307.37,"",399.69,"",39.64,"",823.91,25.7442,1020.07,"",235.45,"",105.86,3.8431,104.37,"",110.09,"",7.783,9.7736,2.1387,18046.99,18046.99,794.58,397.7178,"","",42.12,"","",269.3,269.3,160.52,9.4743,"","",3.91,"","",96.0,119.0,32.0,197.0,"","",16.0,"","",28.96,28.4,1.89,359.4342,347.7302,11.8928,"","","","",13346.98,"","","","","",0.0,"0天",29461.0,294.61,36687.28,375.84,36687.28,375.84,375.84,"24天",757.61,7.5761,2295.31,22.9531,2295.31,22.9531,2.3854,12523.51,"","","","Rank 61.",89.0,89.0,11.0,3.0,3.0,5.0
37417.43,374.1743,2349.81,23.4981,109.0,43.12,"47/109",6.9565,10000.0,"","",37417.43,374.1743,36418.05,364.1805,1018.02,10.1802,44251.04,442.5104,41337.24,"",2913.8,"",6814.97,68.1497,4919.19,"",1895.78,"",6.9565,8.4033,1.537,418.13,"","",343.45,444.12,37.7,72829.0,728.29,728.29,-35411.57,1.2352,1.8637,109.0,82.0,27.0,"","","",47.0,36.0,11.0,62.0,46.0,16.0,43.12,43.9,40.74,343.45,"",444.12,"",37.7,"",941.51,27.5472,1148.26,"",264.89,"",109.92,3.9424,106.94,"",118.49,"",8.5654,10.7374,2.2355,19803.38,19803.38,1200.36,397.7178,"","",44.75,"","",258.21,258.21,173.26,9.014,"","",3.79,"","",105.0,124.0,49.0,224.0,"","",15.0,"","",29.64,29.18,1.63,374.1743,364.1805,10.1802,"","","","",14491.08,"","","","","",0.0,"0天",30958.0,309.58,38206.27,391.58,38206.27,391.58,391.58,"25天",801.79,8.0179,2349.81,23.4981,2349.81,23.4981,2.4293,13380.43,"","","","Rank 62.",55.0,89.0,11.0,5.0,5.0,5.0
37360.08,373.6008,2349.81,23.4981,110.0,43.64,"48/110",6.9474,10000.0,"","",37360.08,373.6008,36418.05,364.1805,960.83,9.6083,44193.85,441.9385,41337.24,"",2856.61,"",6814.97,68.1497,4919.19,"",1895.78,"",6.9474,8.4033,1.5068,420.98,"","",339.81,444.12,34.31,72829.0,728.29,728.29,-35468.92,1.2344,1.8625,110.0,82.0,28.0,"","","",48.0,36.0,12.0,62.0,46.0,16.0,43.64,43.9,42.86,339.81,"",444.12,"",34.31,"",920.71,26.9965,1148.26,"",238.05,"",109.92,3.9424,106.94,"",118.49,"",8.3762,10.7374,2.009,19803.38,19803.38,1209.56,397.7178,"","",44.81,"","",258.21,258.21,173.26,9.014,"","",3.79,"","",103.0,124.0,41.0,216.0,"","",15.0,"","",29.61,29.18,1.54,373.6008,364.1805,9.6083,"","","","",14468.87,"","","","","",0.0,"0天",30902.0,309.02,38139.72,390.89,38139.72,390.89,390.89,"25天",807.09,8.0709,2349.81,23.4981,2349.81,23.4981,2.4293,13380.43,"","","","Rank 63.",55.0,89.0,11.0,4.0,5.0,5.0
37360.08,373.6008,2349.81,23.4981,110.0,43.64,"48/110",6.9474,10000.0,"","",37360.08,373.6008,36418.05,364.1805,960.83,9.6083,44193.85,441.9385,41337.24,"",2856.61,"",6814.97,68.1497,4919.19,"",1895.78,"",6.9474,8.4033,1.5068,420.98,"","",339.81,444.12,34.31,72829.0,728.29,728.29,-35468.92,1.2344,1.8625,110.0,82.0,28.0,"","","",48.0,36.0,12.0,62.0,46.0,16.0,43.64,43.9,42.86,339.81,"",444.12,"",34.31,"",920.71,26.9965,1148.26,"",238.05,"",109.92,3.9424,106.94,"",118.49,"",8.3762,10.7374,2.009,19803.38,19803.38,1209.56,397.7178,"","",44.81,"","",258.21,258.21,173.26,9.014,"","",3.79,"","",103.0,124.0,41.0,216.0,"","",15.0,"","",29.61,29.18,1.54,373.6008,364.1805,9.6083,"","","","",14468.87,"","","","","",0.0,"0天",30902.0,309.02,38139.72,390.89,38139.72,390.89,390.89,"25天",807.09,8.0709,2349.81,23.4981,2349.81,23.4981,2.4293,13380.43,"","","","Rank 64.",55.0,89.0,11.0,4.0,5.0,5.0
35839.93,358.3993,2295.31,22.9531,114.0,43.86,"50/114",6.5755,10000.0,"","",35839.93,358.3993,34773.02,347.7302,1085.45,10.8545,42635.92,426.3592,39782.61,"",2853.31,"",6777.45,67.7745,5009.59,"",1767.86,"",6.5755,7.9413,1.614,426.25,"","",314.55,399.69,40.2,72829.0,728.29,728.29,-36989.07,1.2396,1.8687,114.0,87.0,27.0,"","","",50.0,39.0,11.0,64.0,48.0,16.0,43.86,44.83,40.74,314.55,"",399.69,"",40.2,"",852.72,26.445,1020.07,"",259.39,"",105.9,3.8485,104.37,"",110.49,"",8.0521,9.7736,2.3476,18046.99,18046.99,1184.87,397.7178,"","",42.33,"","",269.3,269.3,160.52,9.4743,"","",3.97,"","",104.0,119.0,56.0,218.0,"","",15.0,"","",28.91,28.4,1.73,358.3993,347.7302,10.8545,"","","","",13308.55,"","","","","",0.0,"0天",29325.0,293.25,36601.27,374.96,36601.27,374.96,374.96,"24天",771.87,7.7187,2295.31,22.9531,2295.31,22.9531,2.3854,12523.51,"","","","Rank 65.",89.0,89.0,11.0,5.0,3.0,5.0
35839.93,358.3993,2295.31,22.9531,114.0,43.86,"50/114",6.5755,10000.0,"","",35839.93,358.3993,34773.02,347.7302,1085.45,10.8545,42635.92,426.3592,39782.61,"",2853.31,"",6777.45,67.7745,5009.59,"",1767.86,"",6.5755,7.9413,1.614,426.25,"","",314.55,399.69,40.2,72829.0,728.29,728.29,-36989.07,1.2396,1.8687,114.0,87.0,27.0,"","","",50.0,39.0,11.0,64.0,48.0,16.0,43.86,44.83,40.74,314.55,"",399.69,"",40.2,"",852.72,26.445,1020.07,"",259.39,"",105.9,3.8485,104.37,"",110.49,"",8.0521,9.7736,2.3476,18046.99,18046.99,1184.87,397.7178,"","",42.33,"","",269.3,269.3,160.52,9.4743,"","",3.97,"","",104.0,119.0,56.0,218.0,"","",15.0,"","",28.91,28.4,1.73,358.3993,347.7302,10.8545,"","","","",13308.55,"","","","","",0.0,"0天",29325.0,293.25,36601.27,374.96,36601.27,374.96,374.96,"24天",771.87,7.7187,2295.31,22.9531,2295.31,22.9531,2.3854,12523.51,"","","","Rank 66.",89.0,89.0,11.0,5.0,3.0,5.0
35839.93,358.3993,2295.31,22.9531,114.0,43.86,"50/114",6.5755,10000.0,"","",35839.93,358.3993,34773.02,347.7302,1085.45,10.8545,42635.92,426.3592,39782.61,"",2853.31,"",6777.45,67.7745,5009.59,"",1767.86,"",6.5755,7.9413,1.614,426.25,"","",314.55,399.69,40.2,72829.0,728.29,728.29,-36989.07,1.2396,1.8687,114.0,87.0,27.0,"","","",50.0,39.0,11.0,64.0,48.0,16.0,43.86,44.83,40.74,314.55,"",399.69,"",40.2,"",852.72,26.445,1020.07,"",259.39,"",105.9,3.8485,104.37,"",110.49,"",8.0521,9.7736,2.3476,18046.99,18046.99,1184.87,397.7178,"","",42.33,"","",269.3,269.3,160.52,9.4743,"","",3.97,"","",104.0,119.0,56.0,218.0,"","",15.0,"","",28.91,28.4,1.73,358.3993,347.7302,10.8545,"","","","",13308.55,"","","","","",0.0,"0天",29325.0,293.25,36601.27,374.96,36601.27,374.96,374.96,"24天",771.87,7.7187,2295.31,22.9531,2295.31,22.9531,2.3854,12523.51,"","","","Rank 67.",89.0,89.0,11.0,5.0,3.0,5.0
35144.67,351.4467,2294.72,22.9472,110.0,42.73,"47/110",6.4401,10000.0,"","",35144.67,351.4467,34062.65,340.6265,1100.46,11.0046,42087.98,420.8798,39219.66,"",2868.32,"",6924.87,69.2487,5157.01,"",1767.86,"",6.4401,7.6051,1.6225,416.59,"","",319.66,415.4,39.3,72829.0,728.29,728.29,-37684.33,1.2289,1.8518,110.0,82.0,28.0,"","","",47.0,35.0,12.0,63.0,47.0,16.0,42.73,42.68,42.86,319.66,"",415.4,"",39.3,"",895.49,27.4215,1120.56,"",239.03,"",109.92,3.9645,109.72,"",110.49,"",8.1467,10.2129,2.1634,18046.99,18046.99,1285.99,397.7178,"","",42.88,"","",269.3,269.3,160.52,8.4643,"","",3.89,"","",102.0,123.0,40.0,217.0,"","",16.0,"","",28.58,28.06,1.76,351.4467,340.6265,11.0046,"","","","",13050.38,"","","","","",0.0,"0天",28839.0,288.39,35804.88,366.8,35804.88,366.8,366.8,"25天",793.57,7.9357,2294.72,22.9472,2294.72,22.9472,2.3854,12383.79,"","","","Rank 68.",89.0,89.0,11.0,4.0,5.0,5.0
35129.8,351.298,2294.72,22.9472,109.0,42.2,"46/109",6.4378,10000.0,"","",35129.8,351.298,34062.65,340.6265,1085.45,10.8545,42072.97,420.7297,39219.66,"",2853.31,"",6924.87,69.2487,5157.01,"",1767.86,"",6.4378,7.6051,1.614,413.93,"","",322.46,415.4,40.2,72829.0,728.29,728.29,-37699.2,1.2285,1.8511,109.0,82.0,27.0,"","","",46.0,35.0,11.0,63.0,47.0,16.0,42.2,42.68,40.74,322.46,"",415.4,"",40.2,"",914.63,27.93,1120.56,"",259.39,"",109.92,3.9645,109.72,"",110.49,"",8.3209,10.2129,2.3476,18046.99,18046.99,1184.87,397.7178,"","",42.89,"","",269.3,269.3,160.52,8.4643,"","",3.89,"","",107.0,123.0,56.0,230.0,"","",16.0,"","",28.57,28.06,1.73,351.298,340.6265,10.8545,"","","","",13044.86,"","","","","",0.0,"0天",28904.0,289.04,35891.14,367.68,35891.14,367.68,367.68,"25天",787.62,7.8762,2294.72,22.9472,2294.72,22.9472,2.3854,12383.79,"","","","Rank 69.",89.0,89.0,11.0,5.0,5.0,5.0
30265.2,302.652,2515.69,25.1569,96.0,44.79,"43/96",7.0482,10000.0,"","",30265.2,302.652,28433.67,284.3367,1848.03,18.4803,35712.8,357.128,32604.36,"",3108.44,"",5431.1,54.311,4170.69,"",1260.41,"",7.0482,7.8175,2.4662,368.05,"","",315.44,379.11,88.0,72829.0,728.29,728.29,-42563.8,1.2099,1.8465,96.0,75.0,21.0,"","","",43.0,35.0,8.0,53.0,40.0,13.0,44.79,46.67,38.1,315.44,"",379.11,"",88.0,"",830.53,24.6587,931.55,"",388.55,"",102.47,3.6911,104.27,"",96.95,"",8.1051,8.934,4.0077,13864.26,13864.26,1200.36,280.1918,"","",38.82,"","",258.21,258.21,143.72,8.4643,"","",4.75,"","",112.0,124.0,71.0,228.0,"","",19.0,"","",26.15,25.18,2.87,302.652,284.3367,18.4803,"","","","",11721.16,"","","","","",0.0,"",23419.0,234.19,30958.08,310.31,30958.08,310.31,310.31,"3天",1344.63,13.4463,2515.69,25.1569,2515.69,25.1569,0.2364,20636.6,"","","","Rank 70.",55.0,144.0,10.0,5.0,4.0,3.0
30265.2,302.652,2515.69,25.1569,96.0,44.79,"43/96",7.0482,10000.0,"","",30265.2,302.652,28433.67,284.3367,1848.03,18.4803,35712.8,357.128,32604.36,"",3108.44,"",5431.1,54.311,4170.69,"",1260.41,"",7.0482,7.8175,2.4662,368.05,"","",315.44,379.11,88.0,72829.0,728.29,728.29,-42563.8,1.2099,1.8465,96.0,75.0,21.0,"","","",43.0,35.0,8.0,53.0,40.0,13.0,44.79,46.67,38.1,315.44,"",379.11,"",88.0,"",830.53,24.6587,931.55,"",388.55,"",102.47,3.6911,104.27,"",96.95,"",8.1051,8.934,4.0077,13864.26,13864.26,1200.36,280.1918,"","",38.82,"","",258.21,258.21,143.72,8.4643,"","",4.75,"","",112.0,124.0,71.0,228.0,"","",19.0,"","",26.15,25.18,2.87,302.652,284.3367,18.4803,"","","","",11721.16,"","","","","",0.0,"",23419.0,234.19,30958.08,310.31,30958.08,310.31,310.31,"3天",1344.63,13.4463,2515.69,25.1569,2515.69,25.1569,0.2364,20636.6,"","","","Rank 71.",55.0,144.0,10.0,5.0,4.0,3.0
30293.51,302.9351,2569.41,25.6941,92.0,44.57,"41/92",7.1913,10000.0,"","",30293.51,302.9351,28036.05,280.3605,2273.47,22.7347,35656.21,356.5621,32383.95,"",3272.26,"",5346.69,53.4669,4347.9,"",998.79,"",7.1913,7.4482,3.2762,355.99,"","",329.45,378.86,126.31,72829.0,728.29,728.29,-42535.49,1.2107,1.8473,92.0,74.0,18.0,"","","",41.0,34.0,7.0,51.0,40.0,11.0,44.57,45.95,38.89,329.45,"",378.86,"",126.31,"",869.66,25.5952,952.47,"",467.47,"",104.84,3.717,108.7,"",90.8,"",8.2951,8.7624,5.1483,13864.26,13864.26,1735.15,280.1918,"","",38.88,"","",258.21,258.21,140.25,9.0614,"","",4.83,"","",120.0,125.0,99.0,246.0,"","",19.0,"","",26.17,24.96,3.48,302.9351,280.3605,22.7347,"","","","",11732.12,"","","","","",0.0,"",23380.0,233.8,30765.0,308.38,30765.0,308.38,308.38,"34天",1308.78,13.0878,2569.41,25.6941,2569.41,25.6941,0.2364,20238.57,"","","","Rank 72.",55.0,144.0,10.0,6.0,5.0,4.0
30293.51,302.9351,2569.41,25.6941,92.0,44.57,"41/92",7.1913,10000.0,"","",30293.51,302.9351,28036.05,280.3605,2273.47,22.7347,35656.21,356.5621,32383.95,"",3272.26,"",5346.69,53.4669,4347.9,"",998.79,"",7.1913,7.4482,3.2762,355.99,"","",329.45,378.86,126.31,72829.0,728.29,728.29,-42535.49,1.2107,1.8473,92.0,74.0,18.0,"","","",41.0,34.0,7.0,51.0,40.0,11.0,44.57,45.95,38.89,329.45,"",378.86,"",126.31,"",869.66,25.5952,952.47,"",467.47,"",104.84,3.717,108.7,"",90.8,"",8.2951,8.7624,5.1483,13864.26,13864.26,1735.15,280.1918,"","",38.88,"","",258.21,258.21,140.25,9.0614,"","",4.83,"","",120.0,125.0,99.0,246.0,"","",19.0,"","",26.17,24.96,3.48,302.9351,280.3605,22.7347,"","","","",11732.12,"","","","","",0.0,"",23380.0,233.8,30765.0,308.38,30765.0,308.38,308.38,"34天",1308.78,13.0878,2569.41,25.6941,2569.41,25.6941,0.2364,20238.57,"","","","Rank 73.",55.0,144.0,10.0,6.0,5.0,4.0
21809.52,218.0952,2412.55,24.1255,97.0,43.3,"42/97",5.1596,10000.0,"","",21809.52,218.0952,19674.75,196.7475,2150.86,21.5086,27498.42,274.9842,24408.31,"",3090.11,"",5672.81,56.7281,4733.56,"",939.25,"",5.1596,5.1564,3.29,361.38,"","",225.01,249.05,119.49,72829.0,728.29,728.29,-51019.48,1.4131,2.1117,97.0,79.0,18.0,"","","",42.0,35.0,7.0,55.0,44.0,11.0,43.3,44.3,38.89,225.01,"",249.05,"",119.49,"",654.72,20.2933,697.38,"",441.44,"",103.14,3.7867,107.58,"",85.39,"",6.3479,6.4824,5.1697,8118.06,8118.06,1606.6,176.7277,"","",29.52,"","",269.3,269.3,132.35,9.0614,"","",4.75,"","",101.0,103.0,90.0,208.0,"","",19.0,"","",21.29,19.89,3.3,218.0952,196.7475,21.5086,"","","","",8098.6,"","","","","",0.0,"",15676.0,156.76,22283.89,223.3,22283.89,223.3,223.3,"29天",1142.37,11.4237,2412.55,24.1255,2412.55,24.1255,0.2075,12004.82,"","","","Rank 74.",89.0,144.0,9.0,6.0,4.0,4.0
21353.58,213.5358,2388.34,23.8834,100.0,46.0,"46/100",4.9561,10000.0,"","",21353.58,213.5358,19582.69,195.8269,1787.52,17.8752,27282.14,272.8214,24263.55,"",3018.59,"",5911.93,59.1193,4680.86,"",1231.07,"",4.9561,5.1836,2.452,370.65,"","",213.7,251.06,81.25,72829.0,728.29,728.29,-51475.42,1.3943,2.0823,100.0,78.0,22.0,"","","",46.0,35.0,11.0,54.0,43.0,11.0,46.0,44.87,50.0,213.7,"",251.06,"",81.25,"",593.09,18.4423,693.24,"",274.42,"",109.48,4.0535,108.86,"",111.92,"",5.4173,6.3682,2.4519,8118.06,8118.06,1285.99,176.7277,"","",29.76,"","",269.3,269.3,138.26,9.0614,"","",4.56,"","",93.0,106.0,48.0,182.0,"","",17.0,"","",21.0,19.83,2.78,213.5358,195.8269,17.8752,"","","","",7929.29,"","","","","",0.0,"",15213.0,152.13,21739.2,217.84,21739.2,217.84,217.84,"30天",1202.14,12.0214,2388.34,23.8834,2388.34,23.8834,0.2075,11969.34,"","","","Rank 75.",89.0,144.0,9.0,4.0,5.0,5.0
21353.58,213.5358,2388.34,23.8834,100.0,46.0,"46/100",4.9561,10000.0,"","",21353.58,213.5358,19582.69,195.8269,1787.52,17.8752,27282.14,272.8214,24263.55,"",3018.59,"",5911.93,59.1193,4680.86,"",1231.07,"",4.9561,5.1836,2.452,370.65,"","",213.7,251.06,81.25,72829.0,728.29,728.29,-51475.42,1.3943,2.0823,100.0,78.0,22.0,"","","",46.0,35.0,11.0,54.0,43.0,11.0,46.0,44.87,50.0,213.7,"",251.06,"",81.25,"",593.09,18.4423,693.24,"",274.42,"",109.48,4.0535,108.86,"",111.92,"",5.4173,6.3682,2.4519,8118.06,8118.06,1285.99,176.7277,"","",29.76,"","",269.3,269.3,138.26,9.0614,"","",4.56,"","",93.0,106.0,48.0,182.0,"","",17.0,"","",21.0,19.83,2.78,213.5358,195.8269,17.8752,"","","","",7929.29,"","","","","",0.0,"",15213.0,152.13,21739.2,217.84,21739.2,217.84,217.84,"30天",1202.14,12.0214,2388.34,23.8834,2388.34,23.8834,0.2075,11969.34,"","","","Rank 76.",89.0,144.0,9.0,4.0,5.0,5.0
21479.74,214.7974,2412.55,24.1255,100.0,44.0,"44/100",4.9152,10000.0,"","",21479.74,214.7974,19674.75,196.7475,1821.54,18.2154,27411.89,274.1189,24408.31,"",3003.58,"",5915.6,59.156,4733.56,"",1182.04,"",4.9152,5.1564,2.541,371.79,"","",214.96,249.05,86.74,72829.0,728.29,728.29,-51349.26,1.3985,2.089,100.0,79.0,21.0,"","","",44.0,35.0,9.0,56.0,44.0,12.0,44.0,44.3,42.86,214.96,"",249.05,"",86.74,"",623.0,19.3979,697.38,"",333.73,"",105.64,3.8679,107.58,"",98.5,"",5.8974,6.4824,3.3881,8118.06,8118.06,1184.87,176.7277,"","",29.62,"","",269.3,269.3,138.26,9.0614,"","",4.55,"","",96.0,103.0,70.0,196.0,"","",18.0,"","",21.08,19.89,2.83,214.7974,196.7475,18.2154,"","","","",7976.14,"","","","","",0.0,"",15402.0,154.02,21920.9,219.66,21920.9,219.66,219.66,"30天",1188.25,11.8825,2412.55,24.1255,2412.55,24.1255,0.2075,12004.82,"","","","Rank 77.",89.0,144.0,9.0,5.0,4.0,3.0
21479.74,214.7974,2412.55,24.1255,100.0,44.0,"44/100",4.9152,10000.0,"","",21479.74,214.7974,19674.75,196.7475,1821.54,18.2154,27411.89,274.1189,24408.31,"",3003.58,"",5915.6,59.156,4733.56,"",1182.04,"",4.9152,5.1564,2.541,371.79,"","",214.96,249.05,86.74,72829.0,728.29,728.29,-51349.26,1.3985,2.089,100.0,79.0,21.0,"","","",44.0,35.0,9.0,56.0,44.0,12.0,44.0,44.3,42.86,214.96,"",249.05,"",86.74,"",623.0,19.3979,697.38,"",333.73,"",105.64,3.8679,107.58,"",98.5,"",5.8974,6.4824,3.3881,8118.06,8118.06,1184.87,176.7277,"","",29.62,"","",269.3,269.3,138.26,9.0614,"","",4.55,"","",96.0,103.0,70.0,196.0,"","",18.0,"","",21.08,19.89,2.83,214.7974,196.7475,18.2154,"","","","",7976.14,"","","","","",0.0,"",15402.0,154.02,21920.9,219.66,21920.9,219.66,219.66,"30天",1188.25,11.8825,2412.55,24.1255,2412.55,24.1255,0.2075,12004.82,"","","","Rank 78.",89.0,144.0,9.0,5.0,4.0,3.0
